cachimba1_consumo_agua;alto;bajo;medio;muy_alto;muy_bajo
cachimba2_consumo_agua;alto;bajo;medio;muy_alto;muy_bajo
chancador1;activo;detenido
chancador2;activo;detenido
chaxa_camion;alto;bajo;medio
cmovil_consumo_agua;alto;bajo;medio;muy_alto;muy_bajo
cnorte_consumo_agua;alto;bajo;medio;muy_alto;muy_bajo
das_camion;alto;bajo;medio
direccion_viento;este;norte;oeste;sur
estacion;calida;calurosa;fria;helada;muy_calurosa;muy_helada
evaporacion;alta;baja;media;muy_alta
gerencia_consumo_agua;alto;bajo;medio;muy_alto;muy_bajo
hora;madrugada;manana;medianoche;mediodia;noche;tarde
humedad_relativa;alta;baja;media;muy_alta;muy_baja
movitec_camion;alto;bajo;medio
mp10;alerta_1;alerta_2;alerta_3;alerta_4;sin_alerta
pala1;activo;detenido
pala10;activo;detenido
pala11;activo;detenido
pala3;activo;detenido
pala4;activo;detenido
pala5;activo;detenido
pala7;activo;detenido
pala8;activo;detenido
precipitacion_dia1;alta;baja;media
precipitacion_dia2;alta;baja;media
precipitacion_dia3;alta;baja;media
precipitacion_dia4;alta;baja;media
precipitacion_dia5;alta;baja;media
radiacion_solar;alta;baja;media;muy_alta;muy_baja
temperatura;baja;calida;calurosa;fresca;muy_baja;muy_calurosa
velocidad_viento;alta;baja;media